sample_id,ground_truth_san_raw,ground_truth_posformer_raw,ground_truth_san_no_limits,ground_truth_posformer_no_limits,gt_equal_raw,gt_equal_after_remove_limits,san_prediction_raw,posformer_prediction_raw,san_prediction_no_limits,posformer_prediction_no_limits,san_correct_normalized_gt_san,posformer_correct_normalized_gt_san,outcome_normalized_gt_san,san_correct_normalized_gt_posformer,posformer_correct_normalized_gt_posformer,outcome_normalized_gt_posformer
23_em_55,\sqrt { 1 1 3 },\sqrt { 1 1 3 },\sqrt { 1 1 3 },\sqrt { 1 1 3 },True,True,\sqrt { 1 1 3 },\sqrt { 1 1 3 },\sqrt { 1 1 3 },\sqrt { 1 1 3 },True,True,both_correct,True,True,both_correct
23_em_56,9 + 2,9 + 2,9 + 2,9 + 2,True,True,9 + 2,9 + 2,9 + 2,9 + 2,True,True,both_correct,True,True,both_correct
23_em_57,\sqrt { 3 ^ { 2 } + 2 ^ { 2 } } = \sqrt { 1 3 },\sqrt { 3 ^ { 2 } + 2 ^ { 2 } } = \sqrt { 1 3 },\sqrt { 3 ^ { 2 } + 2 ^ { 2 } } = \sqrt { 1 3 },\sqrt { 3 ^ { 2 } + 2 ^ { 2 } } = \sqrt { 1 3 },True,True,\sqrt { 3 ^ { 2 } + z ^ { 2 } } = \sqrt { 1 3 },\sqrt { 3 ^ { 2 } + 2 ^ { 2 } } = \sqrt { 1 3 },\sqrt { 3 ^ { 2 } + z ^ { 2 } } = \sqrt { 1 3 },\sqrt { 3 ^ { 2 } + 2 ^ { 2 } } = \sqrt { 1 3 },False,True,posformer_only,False,True,posformer_only
23_em_58,z ^ { d } + z,z ^ { d } + z,z ^ { d } + z,z ^ { d } + z,True,True,z ^ { d } + z,z ^ { d } + z,z ^ { d } + z,z ^ { d } + z,True,True,both_correct,True,True,both_correct
23_em_59,\sum _ { r = 1 } ^ { n } a r ^ { b } = a \sum _ { r = 1 } ^ { n } r ^ { b },\sum \limits _ { r = 1 } ^ { n } a r ^ { b } = a \sum \limits _ { r = 1 } ^ { n } r ^ { b },\sum _ { r = 1 } ^ { n } a r ^ { b } = a \sum _ { r = 1 } ^ { n } r ^ { b },\sum _ { r = 1 } ^ { n } a r ^ { b } = a \sum _ { r = 1 } ^ { n } r ^ { b },False,True,\sum _ { \gamma = 1 } ^ { n } a ^ { b } = a \sum _ { r = 1 } ^ { n } \gamma ^ { b },\sum \limits _ { \gamma = 1 } ^ { n } a ^ { b } = a \sum \limits _ { \gamma = 1 } ^ { n } \gamma ^ { b },\sum _ { \gamma = 1 } ^ { n } a ^ { b } = a \sum _ { r = 1 } ^ { n } \gamma ^ { b },\sum _ { \gamma = 1 } ^ { n } a ^ { b } = a \sum _ { \gamma = 1 } ^ { n } \gamma ^ { b },False,False,both_wrong,False,False,both_wrong
23_em_60,\frac { 2 } { 3 } + \frac { 1 } { 9 } = ( \frac { 7 } { 9 } ),\frac { 2 } { 3 } + \frac { 1 } { 9 } = ( \frac { 7 } { 9 } ),\frac { 2 } { 3 } + \frac { 1 } { 9 } = ( \frac { 7 } { 9 } ),\frac { 2 } { 3 } + \frac { 1 } { 9 } = ( \frac { 7 } { 9 } ),True,True,\frac { 2 } { 3 } + \frac { 1 } { q } = ( \frac { 7 } { 9 } ),\frac { 2 } { 3 } + \frac { 1 } { q } = ( \frac { 7 } { 9 } ),\frac { 2 } { 3 } + \frac { 1 } { q } = ( \frac { 7 } { 9 } ),\frac { 2 } { 3 } + \frac { 1 } { q } = ( \frac { 7 } { 9 } ),False,False,both_wrong,False,False,both_wrong
23_em_61,\cos 2 \alpha,\cos 2 \alpha,\cos 2 \alpha,\cos 2 \alpha,True,True,\cos 2 \alpha,\cos 2 \alpha,\cos 2 \alpha,\cos 2 \alpha,True,True,both_correct,True,True,both_correct
23_em_62,t ^ { 2 } + t + x,t ^ { 2 } + t + x,t ^ { 2 } + t + x,t ^ { 2 } + t + x,True,True,t ^ { 2 } + t + x,t ^ { 2 } + t + x,t ^ { 2 } + t + x,t ^ { 2 } + t + x,True,True,both_correct,True,True,both_correct
23_em_63,F = \sqrt { F _ { x } ^ { 2 } + F _ { y } ^ { 2 } },F = \sqrt { F _ { x } ^ { 2 } + F _ { y } ^ { 2 } },F = \sqrt { F _ { x } ^ { 2 } + F _ { y } ^ { 2 } },F = \sqrt { F _ { x } ^ { 2 } + F _ { y } ^ { 2 } },True,True,F = \sqrt { F _ { x } ^ { 2 } + F _ { y } ^ { 2 } },F = \sqrt { F _ { x } ^ { 2 } + F _ { y } ^ { 2 } },F = \sqrt { F _ { x } ^ { 2 } + F _ { y } ^ { 2 } },F = \sqrt { F _ { x } ^ { 2 } + F _ { y } ^ { 2 } },True,True,both_correct,True,True,both_correct
23_em_64,\log _ { e } x,\log _ { e } x,\log _ { e } x,\log _ { e } x,True,True,\log _ { e } x,\log _ { e } x,\log _ { e } x,\log _ { e } x,True,True,both_correct,True,True,both_correct
23_em_65,f ( n - 1 ),f ( n - 1 ),f ( n - 1 ),f ( n - 1 ),True,True,f ( n - 1 ),f ( n - 1 ),f ( n - 1 ),f ( n - 1 ),True,True,both_correct,True,True,both_correct
23_em_66,z ^ { 3 } + z = z,z ^ { 3 } + z = z,z ^ { 3 } + z = z,z ^ { 3 } + z = z,True,True,z ^ { 3 } + z = z,F ^ { 3 } + z = z,z ^ { 3 } + z = z,F ^ { 3 } + z = z,True,False,san_only,True,False,san_only
23_em_67,2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),True,True,2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),True,True,both_correct,True,True,both_correct
23_em_68,\frac { q - p } { \sqrt { p q } },\frac { q - p } { \sqrt { p q } },\frac { q - p } { \sqrt { p q } },\frac { q - p } { \sqrt { p q } },True,True,\frac { a - p } { \sqrt { p q } },\frac { q - b } { \sqrt { p q } },\frac { a - p } { \sqrt { p q } },\frac { q - b } { \sqrt { p q } },False,False,both_wrong,False,False,both_wrong
23_em_69,X \leq 1 5,X \leq 1 5,X \leq 1 5,X \leq 1 5,True,True,x \leq 1 5,x \leq 1 5,x \leq 1 5,x \leq 1 5,False,False,both_wrong,False,False,both_wrong
23_em_70,\alpha + \beta = \beta + \alpha,\alpha + \beta = \beta + \alpha,\alpha + \beta = \beta + \alpha,\alpha + \beta = \beta + \alpha,True,True,\alpha + \beta = \beta + \alpha,\alpha + \beta = \beta + \alpha,\alpha + \beta = \beta + \alpha,\alpha + \beta = \beta + \alpha,True,True,both_correct,True,True,both_correct
23_em_71,c T ^ { \prime },c T ^ { \prime },c T ^ { \prime },c T ^ { \prime },True,True,c T ^ { 1 },c T ^ { 1 },c T ^ { 1 },c T ^ { 1 },False,False,both_wrong,False,False,both_wrong
23_em_72,\sum _ { i = 1 } ^ { n } x _ { n } = \sum _ { i = 1 } ^ { n } y _ { n },\sum \limits _ { i = 1 } ^ { n } x _ { n } = \sum \limits _ { i = 1 } ^ { n } y _ { n },\sum _ { i = 1 } ^ { n } x _ { n } = \sum _ { i = 1 } ^ { n } y _ { n },\sum _ { i = 1 } ^ { n } x _ { n } = \sum _ { i = 1 } ^ { n } y _ { n },False,True,\sum _ { i = 1 } ^ { n } x _ { n } = \sum _ { i = 1 } ^ { n } y _ { n },\sum \limits _ { i = 1 } ^ { n } x _ { n } = \sum \limits _ { i = 1 } ^ { n } y _ { n },\sum _ { i = 1 } ^ { n } x _ { n } = \sum _ { i = 1 } ^ { n } y _ { n },\sum _ { i = 1 } ^ { n } x _ { n } = \sum _ { i = 1 } ^ { n } y _ { n },True,True,both_correct,True,True,both_correct
23_em_73,B _ { m + 1 },B _ { m + 1 },B _ { m + 1 },B _ { m + 1 },True,True,B _ { m + 1 },\beta _ { m + 1 },B _ { m + 1 },\beta _ { m + 1 },True,False,san_only,True,False,san_only
26_em_75,1 - 2 a + b - 2 a b = 1 - 2 b + a - 2 a b,1 - 2 a + b - 2 a b = 1 - 2 b + a - 2 a b,1 - 2 a + b - 2 a b = 1 - 2 b + a - 2 a b,1 - 2 a + b - 2 a b = 1 - 2 b + a - 2 a b,True,True,1 - 2 a + b - 2 a b = 1 - 2 b + a - 2 a 6,1 - 2 a + b - 2 a b = 1 - 2 b + a - 2 a b,1 - 2 a + b - 2 a b = 1 - 2 b + a - 2 a 6,1 - 2 a + b - 2 a b = 1 - 2 b + a - 2 a b,False,True,posformer_only,False,True,posformer_only
26_em_76,- m p,- m p,- m p,- m p,True,True,- m p,- m p,- m p,- m p,True,True,both_correct,True,True,both_correct
26_em_77,x ^ { i } e _ { i } = \sum _ { i } x ^ { i } e _ { i },x ^ { i } e _ { i } = \sum \limits _ { i } x ^ { i } e _ { i },x ^ { i } e _ { i } = \sum _ { i } x ^ { i } e _ { i },x ^ { i } e _ { i } = \sum _ { i } x ^ { i } e _ { i },False,True,x ^ { i } e _ { i } = \sum _ { i } ^ { 0 } x ^ { q } e _ { 0 },x ^ { i } e _ { i } = \sum \limits _ { i } x ^ { i } e _ { i },x ^ { i } e _ { i } = \sum _ { i } ^ { 0 } x ^ { q } e _ { 0 },x ^ { i } e _ { i } = \sum _ { i } x ^ { i } e _ { i },False,True,posformer_only,False,True,posformer_only
26_em_78,1 6 9,1 6 9,1 6 9,1 6 9,True,True,1 6 9,1 6 9,1 6 9,1 6 9,True,True,both_correct,True,True,both_correct
26_em_79,- a + b + c,- a + b + c,- a + b + c,- a + b + c,True,True,- a + b + c,- a + b + c,- a + b + c,- a + b + c,True,True,both_correct,True,True,both_correct
26_em_80,\frac { 3 1 9 } { 2 8 } = 1 1 . 3 9,\frac { 3 1 9 } { 2 8 } = 1 1 . 3 9,\frac { 3 1 9 } { 2 8 } = 1 1 . 3 9,\frac { 3 1 9 } { 2 8 } = 1 1 . 3 9,True,True,\frac { 3 1 9 } { 2 8 } = 1 1 . 3 9,\frac { 3 1 9 } { 2 8 } = 1 1 . 3 9,\frac { 3 1 9 } { 2 8 } = 1 1 . 3 9,\frac { 3 1 9 } { 2 8 } = 1 1 . 3 9,True,True,both_correct,True,True,both_correct
26_em_81,- 2 x + \sin ( 2 x + 2 ) - 2,- 2 x + \sin ( 2 x + 2 ) - 2,- 2 x + \sin ( 2 x + 2 ) - 2,- 2 x + \sin ( 2 x + 2 ) - 2,True,True,- 2 x + \sin ( 2 x + 2 ) - 2,- 2 x + \sin ( 2 x + 2 ) - 2,- 2 x + \sin ( 2 x + 2 ) - 2,- 2 x + \sin ( 2 x + 2 ) - 2,True,True,both_correct,True,True,both_correct
26_em_82,\frac { 1 } { 2 } t ^ { 2 } u ( t ),\frac { 1 } { 2 } t ^ { 2 } u ( t ),\frac { 1 } { 2 } t ^ { 2 } u ( t ),\frac { 1 } { 2 } t ^ { 2 } u ( t ),True,True,\frac { 1 } { 2 } t ^ { 2 } u ( t ),\frac { 1 } { 2 } t ^ { 2 } u ( t ),\frac { 1 } { 2 } t ^ { 2 } u ( t ),\frac { 1 } { 2 } t ^ { 2 } u ( t ),True,True,both_correct,True,True,both_correct
26_em_83,d _ { t } = \frac { a ( t ) - a ( t - 1 ) } { a ( t ) },d _ { t } = \frac { a ( t ) - a ( t - 1 ) } { a ( t ) },d _ { t } = \frac { a ( t ) - a ( t - 1 ) } { a ( t ) },d _ { t } = \frac { a ( t ) - a ( t - 1 ) } { a ( t ) },True,True,d _ { t } = \frac { a ( t ) - a ( t - 1 ) } { a ( t ) },d _ { t } = \frac { a ( t ) - a ( t - 1 ) } { a ( t ) },d _ { t } = \frac { a ( t ) - a ( t - 1 ) } { a ( t ) },d _ { t } = \frac { a ( t ) - a ( t - 1 ) } { a ( t ) },True,True,both_correct,True,True,both_correct
26_em_84,S _ { \infty } = \lim _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - r } = \frac { a } { 1 - r },S _ { \infty } = \lim \limits _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - r } = \frac { a } { 1 - r },S _ { \infty } = \lim _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - r } = \frac { a } { 1 - r },S _ { \infty } = \lim _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - r } = \frac { a } { 1 - r },False,True,s _ { \infty } = \lim _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - \infty } = \frac { a } { 1 - p },S _ { \infty } = \lim \limits _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - v _ { 0 } } = \frac { a } { 1 - \infty },s _ { \infty } = \lim _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - \infty } = \frac { a } { 1 - p },S _ { \infty } = \lim _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - v _ { 0 } } = \frac { a } { 1 - \infty },False,False,both_wrong,False,False,both_wrong
26_em_85,\log _ { u } g,\log _ { u } g,\log _ { u } g,\log _ { u } g,True,True,\log _ { u } 9,\log _ { u } q,\log _ { u } 9,\log _ { u } q,False,False,both_wrong,False,False,both_wrong
26_em_86,\log _ { a } x,\log _ { a } x,\log _ { a } x,\log _ { a } x,True,True,\log _ { a } x,\log _ { a } x,\log _ { a } x,\log _ { a } x,True,True,both_correct,True,True,both_correct
26_em_87,\int x \cos ( x ) d x = x \sin ( x ) - \int \sin ( x ) d x,\int x \cos ( x ) d x = x \sin ( x ) - \int \sin ( x ) d x,\int x \cos ( x ) d x = x \sin ( x ) - \int \sin ( x ) d x,\int x \cos ( x ) d x = x \sin ( x ) - \int \sin ( x ) d x,True,True,\int x \cos ( x ) d x = x \cdot ( x - - ) ( s \sin \cos ) d x,\int x \cos ( x ) d x = \sin ( x ) - ( \sin ( x ) d x,\int x \cos ( x ) d x = x \cdot ( x - - ) ( s \sin \cos ) d x,\int x \cos ( x ) d x = \sin ( x ) - ( \sin ( x ) d x,False,False,both_wrong,False,False,both_wrong
26_em_88,v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },True,True,v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },True,True,both_correct,True,True,both_correct
26_em_89,x ^ { 2 } + y ^ { 2 } = l _ { 1 } ^ { 2 } + l _ { 2 } ^ { 2 } + 2 l _ { 1 } l _ { 2 } c _ { 2 },x ^ { 2 } + y ^ { 2 } = l _ { 1 } ^ { 2 } + l _ { 2 } ^ { 2 } + 2 l _ { 1 } l _ { 2 } c _ { 2 },x ^ { 2 } + y ^ { 2 } = l _ { 1 } ^ { 2 } + l _ { 2 } ^ { 2 } + 2 l _ { 1 } l _ { 2 } c _ { 2 },x ^ { 2 } + y ^ { 2 } = l _ { 1 } ^ { 2 } + l _ { 2 } ^ { 2 } + 2 l _ { 1 } l _ { 2 } c _ { 2 },True,True,"x ^ { 2 } + y ^ { 2 } = l _ { 1 } ^ { 2 } + l ^ { 2 } + 2 b , l _ { 2 } ( 2",x ^ { 2 } + y ^ { 2 } = l _ { 1 } ^ { 2 } + l _ { 2 } ^ { 2 } + 2 1 l _ { 2 } c _ { 2 },"x ^ { 2 } + y ^ { 2 } = l _ { 1 } ^ { 2 } + l ^ { 2 } + 2 b , l _ { 2 } ( 2",x ^ { 2 } + y ^ { 2 } = l _ { 1 } ^ { 2 } + l _ { 2 } ^ { 2 } + 2 1 l _ { 2 } c _ { 2 },False,False,both_wrong,False,False,both_wrong
26_em_90,\int \frac { 1 9 } { \sqrt { 9 x - 3 8 } } d x,\int \frac { 1 9 } { \sqrt { 9 x - 3 8 } } d x,\int \frac { 1 9 } { \sqrt { 9 x - 3 8 } } d x,\int \frac { 1 9 } { \sqrt { 9 x - 3 8 } } d x,True,True,\int \frac { 1 9 } { \sqrt { 9 1 - 3 8 } } d x,\int \frac { 1 9 } { \sqrt { 9 x - 3 8 } } d x,\int \frac { 1 9 } { \sqrt { 9 1 - 3 8 } } d x,\int \frac { 1 9 } { \sqrt { 9 x - 3 8 } } d x,False,True,posformer_only,False,True,posformer_only
26_em_91,k [ a ^ { - 1 } ],k [ a ^ { - 1 } ],k [ a ^ { - 1 } ],k [ a ^ { - 1 } ],True,True,f [ [ a ^ { + ] } ],k [ a ^ { - 1 } ],f [ [ a ^ { + ] } ],k [ a ^ { - 1 } ],False,True,posformer_only,False,True,posformer_only
26_em_92,- \frac { 1 1 \pi } { 8 },- \frac { 1 1 \pi } { 8 },- \frac { 1 1 \pi } { 8 },- \frac { 1 1 \pi } { 8 },True,True,- \frac { 1 1 r } { 8 },- \frac { 1 1 r } { 8 },- \frac { 1 1 r } { 8 },- \frac { 1 1 r } { 8 },False,False,both_wrong,False,False,both_wrong
26_em_93,4 \times 4 + 4 - 4,4 \times 4 + 4 - 4,4 \times 4 + 4 - 4,4 \times 4 + 4 - 4,True,True,4 X 4 + 4 - 4,4 \times 4 + 4 - 4,4 X 4 + 4 - 4,4 \times 4 + 4 - 4,False,True,posformer_only,False,True,posformer_only
26_em_94,[ \frac { 1 } { 2 } \sin ^ { 2 } ( 1 ) ] - [ \frac { 1 } { 2 } \sin ^ { 2 } ( 0 ) ],[ \frac { 1 } { 2 } \sin ^ { 2 } ( 1 ) ] - [ \frac { 1 } { 2 } \sin ^ { 2 } ( 0 ) ],[ \frac { 1 } { 2 } \sin ^ { 2 } ( 1 ) ] - [ \frac { 1 } { 2 } \sin ^ { 2 } ( 0 ) ],[ \frac { 1 } { 2 } \sin ^ { 2 } ( 1 ) ] - [ \frac { 1 } { 2 } \sin ^ { 2 } ( 0 ) ],True,True,[ \frac { 1 } { 2 } \sin ^ { \sin } ( 3 ) - [ \frac { 1 } { 2 } \sin ^ { 2 } ( 0 ) ],[ \frac { 1 } { 2 } \sin ^ { 2 } + 3 ] - [ \frac { 1 } { 2 } \sin ^ { 2 } ( 0 ) ],[ \frac { 1 } { 2 } \sin ^ { \sin } ( 3 ) - [ \frac { 1 } { 2 } \sin ^ { 2 } ( 0 ) ],[ \frac { 1 } { 2 } \sin ^ { 2 } + 3 ] - [ \frac { 1 } { 2 } \sin ^ { 2 } ( 0 ) ],False,False,both_wrong,False,False,both_wrong
26_em_95,\sqrt { a } \sqrt { b } = \sqrt { a b },\sqrt { a } \sqrt { b } = \sqrt { a b },\sqrt { a } \sqrt { b } = \sqrt { a b },\sqrt { a } \sqrt { b } = \sqrt { a b },True,True,\sqrt { a } = \sqrt { a b },\sqrt { a } \sqrt { b } = \sqrt { a b },\sqrt { a } = \sqrt { a b },\sqrt { a } \sqrt { b } = \sqrt { a b },False,True,posformer_only,False,True,posformer_only
26_em_96,4 + 4 + \frac { 4 } { 4 },4 + 4 + \frac { 4 } { 4 },4 + 4 + \frac { 4 } { 4 },4 + 4 + \frac { 4 } { 4 },True,True,q + 4 + \frac { 4 } { 4 },4 + 4 + \frac { 4 } { 4 },q + 4 + \frac { 4 } { 4 },4 + 4 + \frac { 4 } { 4 },False,True,posformer_only,False,True,posformer_only
26_em_97,\sqrt { - 4 } = \sqrt { - 1 } \sqrt { 4 },\sqrt { - 4 } = \sqrt { - 1 } \sqrt { 4 },\sqrt { - 4 } = \sqrt { - 1 } \sqrt { 4 },\sqrt { - 4 } = \sqrt { - 1 } \sqrt { 4 },True,True,\sqrt { - A } = \sqrt { - 1 } \sqrt { 4 },\sqrt { - 4 } = \sqrt { - 1 } \sqrt { 4 },\sqrt { - A } = \sqrt { - 1 } \sqrt { 4 },\sqrt { - 4 } = \sqrt { - 1 } \sqrt { 4 },False,True,posformer_only,False,True,posformer_only
26_em_98,( \sqrt { 2 } x + 2 ) ( x + 3 ),( \sqrt { 2 } x + 2 ) ( x + 3 ),( \sqrt { 2 } x + 2 ) ( x + 3 ),( \sqrt { 2 } x + 2 ) ( x + 3 ),True,True,( \sqrt { 2 } x + 2 ) ( x + 3 ),( \sqrt { 2 } x + 2 ) ( x + 3 ),( \sqrt { 2 } x + 2 ) ( x + 3 ),( \sqrt { 2 } x + 2 ) ( x + 3 ),True,True,both_correct,True,True,both_correct
26_em_99,"1 0 , 0 0 0 + 1 , 0 0 0 = 1 1 , 0 0 0","1 0 , 0 0 0 + 1 , 0 0 0 = 1 1 , 0 0 0","1 0 , 0 0 0 + 1 , 0 0 0 = 1 1 , 0 0 0","1 0 , 0 0 0 + 1 , 0 0 0 = 1 1 , 0 0 0",True,True,"1 0 , 0 0 0 + 1 . 0 0 0 = 1 1 . 0 0 0","1 0 , 0 0 0 + 1 0 0 0 0 = 1 1 . 0 0 0","1 0 , 0 0 0 + 1 . 0 0 0 = 1 1 . 0 0 0","1 0 , 0 0 0 + 1 0 0 0 0 = 1 1 . 0 0 0",False,False,both_wrong,False,False,both_wrong
27_em_100,\sqrt { 4 5 },\sqrt { 4 5 },\sqrt { 4 5 },\sqrt { 4 5 },True,True,\sqrt { 1 5 },\sqrt { 1 5 },\sqrt { 1 5 },\sqrt { 1 5 },False,False,both_wrong,False,False,both_wrong
27_em_101,1 + \sqrt { 5 } = x _ { 1 } + y _ { 1 } \sqrt { 5 },1 + \sqrt { 5 } = x _ { 1 } + y _ { 1 } \sqrt { 5 },1 + \sqrt { 5 } = x _ { 1 } + y _ { 1 } \sqrt { 5 },1 + \sqrt { 5 } = x _ { 1 } + y _ { 1 } \sqrt { 5 },True,True,1 + \sqrt { 5 } = x _ { 1 } + y _ { 1 } \sqrt { 5 },1 + \sqrt { 5 } = x _ { 1 } + y _ { 1 } \sqrt { 5 },1 + \sqrt { 5 } = x _ { 1 } + y _ { 1 } \sqrt { 5 },1 + \sqrt { 5 } = x _ { 1 } + y _ { 1 } \sqrt { 5 },True,True,both_correct,True,True,both_correct
27_em_102,\lim _ { a \rightarrow \infty } f ( a ),\lim \limits _ { a \rightarrow \infty } f ( a ),\lim _ { a \rightarrow \infty } f ( a ),\lim _ { a \rightarrow \infty } f ( a ),False,True,\lim _ { a \rightarrow \infty } b ( a ),\lim \limits _ { a \rightarrow \infty } f ( a ),\lim _ { a \rightarrow \infty } b ( a ),\lim _ { a \rightarrow \infty } f ( a ),False,True,posformer_only,False,True,posformer_only
27_em_103,\exists y \exists x F,\exists y \exists x F,\exists y \exists x F,\exists y \exists x F,True,True,7 y 7 \times F,\exists y 7 x F,7 y 7 \times F,\exists y 7 x F,False,False,both_wrong,False,False,both_wrong
27_em_104,w = q _ { H } - q _ { C },w = q _ { H } - q _ { C },w = q _ { H } - q _ { C },w = q _ { H } - q _ { C },True,True,w = q _ { H } - q _ { e },w = q _ { H } - q _ { e },w = q _ { H } - q _ { e },w = q _ { H } - q _ { e },False,False,both_wrong,False,False,both_wrong
27_em_105,( a - 2 x ) ( a + 2 x ),( a - 2 x ) ( a + 2 x ),( a - 2 x ) ( a + 2 x ),( a - 2 x ) ( a + 2 x ),True,True,( a - 2 x ( a + 2 x ),( a - 2 x ) ( a + 2 x ),( a - 2 x ( a + 2 x ),( a - 2 x ) ( a + 2 x ),False,True,posformer_only,False,True,posformer_only
27_em_106,\alpha ^ { 2 } + \beta ^ { 2 } = ( \alpha + \beta ) ^ { 2 } - 2 \alpha \beta,\alpha ^ { 2 } + \beta ^ { 2 } = ( \alpha + \beta ) ^ { 2 } - 2 \alpha \beta,\alpha ^ { 2 } + \beta ^ { 2 } = ( \alpha + \beta ) ^ { 2 } - 2 \alpha \beta,\alpha ^ { 2 } + \beta ^ { 2 } = ( \alpha + \beta ) ^ { 2 } - 2 \alpha \beta,True,True,\alpha ^ { 2 } + \beta ^ { 2 } = ( \alpha + \beta ) ^ { 2 } - 2 \alpha \beta,\alpha ^ { 2 } + \beta ^ { 2 } = ( \alpha + \beta ) ^ { 2 } - 2 \alpha \beta,\alpha ^ { 2 } + \beta ^ { 2 } = ( \alpha + \beta ) ^ { 2 } - 2 \alpha \beta,\alpha ^ { 2 } + \beta ^ { 2 } = ( \alpha + \beta ) ^ { 2 } - 2 \alpha \beta,True,True,both_correct,True,True,both_correct
27_em_107,\int k x ^ { n } d x = k \int x ^ { n } d x,\int k x ^ { n } d x = k \int x ^ { n } d x,\int k x ^ { n } d x = k \int x ^ { n } d x,\int k x ^ { n } d x = k \int x ^ { n } d x,True,True,\int k x ^ { n } d x = k \int x ^ { n } d x,\int k x ^ { n } d x = k \int x ^ { n } d x,\int k x ^ { n } d x = k \int x ^ { n } d x,\int k x ^ { n } d x = k \int x ^ { n } d x,True,True,both_correct,True,True,both_correct
27_em_108,0 + A,0 + A,0 + A,0 + A,True,True,o + A,o + A,o + A,o + A,False,False,both_wrong,False,False,both_wrong
27_em_109,f ^ { ( i + k ) } ( 0 ) = f ^ { ( i ) } ( 0 ) f ^ { ( k ) } ( 0 ),f ^ { ( i + k ) } ( 0 ) = f ^ { ( i ) } ( 0 ) f ^ { ( k ) } ( 0 ),f ^ { ( i + k ) } ( 0 ) = f ^ { ( i ) } ( 0 ) f ^ { ( k ) } ( 0 ),f ^ { ( i + k ) } ( 0 ) = f ^ { ( i ) } ( 0 ) f ^ { ( k ) } ( 0 ),True,True,f ^ { ( i + b ) } ( 0 ) = f ^ { ( 2 ) } ( 0 ) f ^ { ( t ) } ( 0 ),f ^ { ( t + t ) } ( 0 ) = f ^ { ( 2 ) } ( 0 ) f ^ { ( p ) } ( 0 ),f ^ { ( i + b ) } ( 0 ) = f ^ { ( 2 ) } ( 0 ) f ^ { ( t ) } ( 0 ),f ^ { ( t + t ) } ( 0 ) = f ^ { ( 2 ) } ( 0 ) f ^ { ( p ) } ( 0 ),False,False,both_wrong,False,False,both_wrong
27_em_110,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,True,True,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,True,True,both_correct,True,True,both_correct
